Radical,Freq.,General standard #,,HSK 3.0,Stroke count,Character,Pronounciation,Meaning
水 85.6,1531,1663,0.0000685309,6,9,洁,jié,"clean, purify, pure"
水 85.6,1585,1682,0.0000620969,4,9,浓,nóng,"thick, strong, concentrated"
水 85.6,1991,1681,0.0000368778,7–9,9,浑,hún,"muddy, turbid; blend, merge, mix"
水 85.6,2283,1665,0.0000256377,5,9,洒,sǎ,sprinkle; scatter; pour; to wipe away; to shiver
水 85.6,2626,2018,0.0000161754,7–9,10,浆,jiāng,any thick fluid; starch; broth
水 85.6,2841,1677,0.0000121703,7–9,9,浏,liú,clear; bright; whistling
水 85.6,2866,1667,0.0000117052,7–9,9,浇,jiāo,"spray, water, sprinkle"
水 85.6,2985,1668,0.0000099429,7–9,9,浊,zhuó,"muddy, turbid, dirty, filthy"
水 85.6,3039,1674,0.0000093486,7–9,9,洽,qià,"to blend with, be in harmony; to penetrate; to cover; a river in Shenxi"
水 85.6,3226,1662,0.0000073900,,9,洼,wā,hollow; pit; depression; swamp
水 85.6,3794,4345,0.0000036950,,9,浒,hǔ,"riverbank, shore"
水 85.6,4163,4344,0.0000024754,,9,洵,xún,"true, real, truly, really"
水 85.6,4184,4337,0.0000024289,,9,洄,huí,a back-water; an eddy a whirlpool
水 85.6,4338,4334,0.0000020516,,9,洌,liè,clear
水 85.6,4646,4332,0.0000013953,,9,洹,huán,river in Henan province
水 85.6,4870,4346,0.0000010749,,9,浔,xún,steep bank by stream; jiujiang
水 85.6,4960,4335,0.0000009767,,9,浃,jiā,"saturate, drench; damp, wet"
水 85.6,5109,4331,0.0000008527,,9,洱,ěr,a lake in Yunnan
水 85.6,5496,4338,0.0000005891,,9,洙,zhū,name of a river in Shandong
水 85.6,5622,4348,0.0000005168,,9,洳,rù,"damp, boggy, marshy"
水 85.6,5637,4343,0.0000005116,,9,洮,táo,cleanse; river in Gansu province
水 85.6,6225,4336,0.0000002274,,9,洇,yīn,"to soak, to blotch, to splotch"
水 85.6,6501,4340,0.0000001499,,9,洎,jì,until; till; soup; to soak
水 85.6,6543,4342,0.0000001395,,9,浍,huì,"irrigation ditch, trench; river"
水 85.6,6901,4341,0.0000000723,,9,洫,xù,to ditch; a moat
水 85.6,7099,4333,0.0000000517,,9,洧,wěi,name of a river in honan
水 85.6,7337,6892,0.0000000362,,9,洚,jiàng,a flood
水 85.6,8945,,0.0000000052,,9,㳠,tà,(simplified form of澾) slippery ( as a road)
水 85.6,—,6880,0.0000000000,,9,洭,kuāng,
水 85.6,—,6881,0.0000000000,,9,洘,kǎo,
水 85.6,—,6882,0.0000000000,,9,洓,sè,
水 85.6,—,6883,0.0000000000,,9,洿,wū,"stagnant water; impure, filthy"
水 85.6,—,6884,0.0000000000,,9,㳚,xù,flowing of the water
水 85.6,—,6885,0.0000000000,,9,泚,cǐ,clear; bright and brilliant; sweat
水 85.6,—,6886,0.0000000000,,9,浈,zhēn,river in Guangdong province
水 85.6,—,6888,0.0000000000,,9,洸,guāng,"sparkle, glitter"
水 85.6,—,6889,0.0000000000,,9,洑,fú,"whirlpool, undercurrent"
水 85.6,—,6890,0.0000000000,,9,洢,yī,"old name of a river in Henan, now written 伊河"
水 85.6,—,6891,0.0000000000,,9,洈,wéi,
水 85.6,—,6893,0.0000000000,,9,洺,míng,river in Hebei province
水 85.6,—,6894,0.0000000000,,9,洨,xiáo,river in Hebei province
水 85.6,—,6896,0.0000000000,,9,㳘,chōng,"a fountain or spring flows downwards, sound of the flowing water"
水 85.6,—,6897,0.0000000000,,9,洴,píng,sound
水 85.6,—,6898,0.0000000000,,9,洣,mǐ,"Mi river in Hunan, tributary of Xiangjiang"
水 85.7,189,2074,0.0010816416,2,10,海,hǎi,"sea, ocean; maritime"
水 85.7,439,2071,0.0004974729,3,10,消,xiāo,"vanish, die out; melt away"
水 85.7,1186,2084,0.0001169950,3,10,浪,làng,"wave; wasteful, reckless"
水 85.7,1239,2070,0.0001058479,6,10,涉,shè,"ford stream, wade across"
水 85.7,1369,2081,0.0000874504,5,10,润,rùn,"soft, moist; sleek; freshen"
水 85.7,1462,2077,0.0000760553,6,10,浮,fú,"to float, drift, waft; to exceed; superfluous"
水 85.7,1642,2089,0.0000580246,7–9,10,涌,yǒng,"surge up, bubble up, gush forth"
水 85.7,1735,2075,0.0000514150,7–9,10,涂,tú,surname; name of certain rivers
水 85.7,1803,2086,0.0000469706,5,10,涨,zhǎng,rise in price
水 85.7,1864,2073,0.0000433428,7–9,10,浩,hào,"great, numerous, vast, abundant"
水 85.7,2054,2065,0.0000341647,7–9,10,涛,tāo,large waves
水 85.7,2119,2066,0.0000312397,7–9,10,浙,zhè,Zhejiang province; river
水 85.7,2161,2068,0.0000297978,7–9,10,浦,pǔ,"bank of river, shore; surname"
水 85.7,2290,2076,0.0000253793,7–9,10,浴,yù,"bathe, wash; bath"
水 85.7,2343,4649,0.0000237773,,10,涅,niè,"blacken; black mud, slime"
水 85.7,2354,2085,0.0000234052,7–9,10,浸,jìn,"soak, immerse, dip, percolate"
水 85.7,2759,2072,0.0000136638,7–9,10,涡,wō,"swirl, whirlpool, eddy"
水 85.7,2836,2088,0.0000122633,,10,涩,sè,"astringent; harsh; uneven, rough"
水 85.7,3006,2083,0.0000097156,7–9,10,涕,tì,"tear; snivel, nasal mucus"
水 85.7,3218,2079,0.0000075037,7–9,10,涤,dí,"wash, cleanse, purify; sweep"
水 85.7,3753,4658,0.0000038862,,10,浚,jùn,dredge
水 85.7,3771,4339,0.0000038139,,9,涎,xián,saliva
水 85.7,3828,2082,0.0000035193,,10,涧,jiàn,"brook, mountain stream"
水 85.7,3832,2078,0.0000034831,,10,涣,huàn,scatter; scattered
水 85.7,3889,4647,0.0000032868,,10,涟,lián,flowing water; ripples; weeping
水 85.7,4050,4652,0.0000028527,,10,涓,juān,"brook, stream; select; pure"
水 85.7,4179,2067,0.0000024341,7–9,10,涝,lào,"inundate, flood; torrent"
水 85.7,4339,4655,0.0000020516,,10,浜,bāng,"creek, stream; beach, sea coast"
水 85.7,4343,4657,0.0000020465,,10,浣,huàn,"to wash, to rinse"
水 85.7,4483,4646,0.0000017209,,10,涞,lái,river in Hebei province; creek
水 85.7,4706,4654,0.0000012868,,10,涔,cén,river in Shaanxi; murky torrent
水 85.7,5125,4656,0.0000008372,,10,浠,xī,name of a river in Hubei
水 85.7,5357,4645,0.0000006718,,10,浯,wú,name of a river in Shandong
水 85.7,5462,4644,0.0000006098,,10,涑,sù,river in Shansi province
水 85.7,5463,4651,0.0000006098,,10,浞,zhuó,"to soak, to steep in water"
水 85.7,5934,7064,0.0000003514,,10,浼,měi,"to request; to ask a favour of; to pollute, contaminate"
水 85.7,6083,4650,0.0000002894,,10,涠,wéi,still water
水 85.7,—,4653,0.0000000000,,10,浥,yì,"moist, wet, dampen"
水 85.7,—,7054,0.0000000000,,10,涍,xiào,
水 85.7,—,7055,0.0000000000,,10,浡,bó,burst forth; rise; vigorous
水 85.7,—,7056,0.0000000000,,10,浭,gēng,river in Hebei province; (Cant.) a ford; to wade
水 85.7,—,7057,0.0000000000,,10,浬,lǐ,nautical mile
水 85.7,—,7058,0.0000000000,,10,涄,pīng,
水 85.7,—,7060,0.0000000000,,10,涐,é,old name for the Dadu River
水 85.7,—,7061,0.0000000000,,10,浰,liàn,to attend (official functions)
水 85.7,—,7062,0.0000000000,,10,浟,yóu,
水 85.7,—,7063,0.0000000000,,10,浛,hán,
水 85.7,—,7065,0.0000000000,,10,浲,féng,
水 85.7,—,7066,0.0000000000,,10,涘,sì,river bank
水 85.8,335,2410,0.0006600173,2,11,清,qīng,"clear, pure, clean; peaceful"
水 85.8,401,2432,0.0005473995,3,11,深,shēn,"deep; depth; far; very, extreme"
水 85.8,870,2417,0.0002015979,4,11,渐,jiàn,gradually
水 85.8,1137,2420,0.0001271550,6,11,混,hùn,"to mix, blend, mingle; to bumble along"
水 85.8,1293,2430,0.0000970471,4,11,淡,dàn,"weak, watery; insipid, tasteless"
水 85.8,1451,2428,0.0000772077,6,11,液,yè,"sap, juice, liquid, fluid"
水 85.8,1770,2425,0.0000487897,7–9,11,渔,yú,to fish; seize; pursue; surname
水 85.8,1859,2411,0.0000437200,6,11,添,tiān,"append, add to; increase"
水 85.8,2168,2413,0.0000296480,7–9,11,淋,lín,"drip, soak, drench; perfectly"
水 85.8,2192,2423,0.0000286867,7–9,11,渊,yuān,"surge up, bubble up, gush forth"
水 85.8,2293,2421,0.0000253380,7–9,11,淮,huái,river in Anhui province
水 85.8,2297,2424,0.0000252139,,11,淫,yín,"obscene, licentious, lewd"
水 85.8,2330,2434,0.0000241907,7–9,11,涵,hán,"soak, wet; tolerate, be lenient"
水 85.8,2499,2426,0.0000192141,7–9,11,淘,táo,wash in sieve; weed out
水 85.8,2520,2437,0.0000188472,7–9,11,渗,shèn,"soak through, infiltrate"
水 85.8,2580,2415,0.0000171314,7–9,11,淹,yān,"drown; cover with liquid, steep"
水 85.8,2604,2414,0.0000165681,7–9,11,涯,yá,"border, horizon, shore"
水 85.8,2643,2418,0.0000158601,,11,淑,shū,"good, pure, virtuous, charming"
水 85.8,2994,2419,0.0000098499,7–9,11,淌,tǎng,trickle; flow down; drip
水 85.8,3147,2427,0.0000081497,,11,淳,chún,"honest, simple, unsophisticated; cyanogen; ethane dinitrile"
水 85.8,3159,2431,0.0000080463,7–9,11,淀,diàn,"shallow water, swamp; swampy"
水 85.8,3263,2422,0.0000071058,7–9,11,淆,xiáo,"confused, in disarray, mixed up"
水 85.8,3373,4968,0.0000061291,,11,渎,dú,"ditch, sluice, gutter, drain"
水 85.8,3576,2429,0.0000048733,,11,淤,yū,"mud, sediment; clog up, silt up"
水 85.8,3649,4982,0.0000044288,,11,淄,zī,river in Shandong province
水 85.8,3773,4963,0.0000038087,,11,渍,zì,"soak, steep; dye; stains; sodden"
水 85.8,3865,4973,0.0000033849,,11,涸,hé,"dried up; exhausted, tired; dry"
水 85.8,3881,5238,0.0000033178,,12,颍,yǐng,river in Anhui
水 85.8,3966,4970,0.0000030800,,11,淖,nào,slush; mud
水 85.8,4010,4965,0.0000029612,,11,淇,qí,river in Henan province
水 85.8,4040,4967,0.0000028785,,11,淞,sōng,name of a river in Jiangsu
水 85.8,4172,4979,0.0000024496,,11,淙,cóng,gurgling sound of water
水 85.8,4444,4969,0.0000018036,,11,涿,zhuō,"drip, dribble, trickle"
水 85.8,4527,2433,0.0000016175,7–9,11,涮,shuàn,rinse; cook or boil in juice
水 85.8,4600,7371,0.0000014883,,12,淼,miǎo,a wide expanse of water
水 85.8,4611,4975,0.0000014625,,11,淦,gàn,river in Jiangxi province; water leaking into a boat
水 85.8,4616,4966,0.0000014418,,11,淅,xī,water used wash rice; to wash ric
水 85.8,4814,4981,0.0000011318,,11,渌,lù,strain
水 85.8,4879,4964,0.0000010646,,11,渚,zhǔ,"small sand bank, islet"
水 85.8,4939,4977,0.0000009974,,11,淬,cuì,"temper; dye; soak; change, alter"
水 85.8,5048,4980,0.0000009044,,11,涫,guàn,(classical) to boil
水 85.8,5083,4976,0.0000008734,,11,淝,féi,name of an affluent of the Poyang Lake
水 85.8,5245,4978,0.0000007493,,11,涪,fú,river in Sichuan province
水 85.8,5623,4974,0.0000005168,,11,渑,miǎn,name of a river in Shandong
水 85.8,5919,,0.0000003566,,11,渖,shěn,"juice; liquid; water; to leak, pour"
水 85.8,6341,4972,0.0000001912,,11,淠,pì,luxuriant (of water plants)
水 85.8,—,7233,0.0000000000,,11,淏,hào,
水 85.8,—,7234,0.0000000000,,11,𬇹,guó,name of a river; placename in Jiangsu province
水 85.8,—,7235,0.0000000000,,11,淟,tiǎn,turbid; muddy
水 85.8,—,7236,0.0000000000,,11,淜,píng,roar of dashing waves
水 85.8,—,7237,0.0000000000,,11,淴,hū,
水 85.8,—,7238,0.0000000000,,11,淯,yù,name of river; old name of Baihe in Henan
水 85.8,—,7239,0.0000000000,,11,湴,bàn,"(Cant.) mud, mire"
水 85.8,—,7240,0.0000000000,,11,涴,wò,daub
水 85.9,695,2766,0.0002804179,2,12,游,yóu,"to swim; float, drift; wander, roam"
水 85.9,855,2764,0.0002072360,6,12,湾,wān,"bay, cove, inlet, bend of stream"
水 85.9,867,2757,0.0002031586,2,12,温,wēn,lukewarm
水 85.9,918,2751,0.0001866214,2,12,湖,hú,"a lake; Hubei, Hunan; bluish-green"
水 85.9,927,2749,0.0001838566,6,12,港,gǎng,"port, harbor; small stream; bay"
水 85.9,1406,2765,0.0000810939,6,12,渡,dù,"cross, ferry over; ferry"
水 85.9,1743,2756,0.0000505571,4,12,湿,shī,"wet, moist, humid, damp; illness"
水 85.9,1916,2759,0.0000411464,7–9,12,溃,kuì,flooding river; militarily defeat
水 85.9,1972,2758,0.0000382163,1,12,渴,kě,"thirsty, parched; yearn, pine"
水 85.9,2245,2752,0.0000269090,,12,湘,xiāng,Hunan province
水 85.9,2302,2750,0.0000250641,7–9,12,滞,zhì,"block up, obstruct; stagnant"
水 85.9,2315,2416,0.0000246455,6,11,渠,qú,"ditch, canal, channel, gutter"
水 85.9,2949,2760,0.0000104339,7–9,12,溅,jiàn,"sprinkle, spray; spill, splash"
水 85.9,2966,2755,0.0000102323,7–9,12,渺,miǎo,"endlessly long, boundless, vast"
水 85.9,3189,5277,0.0000078241,,12,湛,zhàn,"deep; profound; clear; tranquil, placid"
水 85.9,3196,2753,0.0000077259,7–9,12,渣,zhā,"refuse, dregs, lees, sediment"
水 85.9,3524,2769,0.0000051679,7–9,12,溉,gài,"water, irrigate, flood; wash"
水 85.9,3606,2768,0.0000046821,,12,渲,xuàn,add repeated washes of color
水 85.9,3620,5282,0.0000046097,,12,渭,wèi,name of a river in Shanxi
水 85.9,3639,5292,0.0000044754,,12,湄,méi,"brink, edge"
水 85.9,3641,2763,0.0000044650,7–9,12,渝,yú,change; chongqing
水 85.9,3762,2754,0.0000038500,,12,渤,bó,swelling; the Gulf of Hopei (Hebei)
水 85.9,3818,2762,0.0000035606,,12,湃,pài,sound of waves; turbulent
水 85.9,3850,5283,0.0000034263,,12,湍,tuān,"rapid water current, rapids"
水 85.9,4059,5279,0.0000028216,,12,湮,yān,"bury, sink, block up; stain"
水 85.9,4191,5291,0.0000024186,,12,渥,wò,"moisten, soak; great, deep; dye; to enrich"
水 85.9,4504,5280,0.0000016640,,12,湎,miǎn,"flushed with drink, drunk"
水 85.9,4862,5286,0.0000010801,,12,湟,huáng,river in qinghai province
水 85.9,5366,5287,0.0000006615,,12,溆,xù,river in Hunan
水 85.9,5470,5284,0.0000006046,,12,湫,jiǎo,a small pond; a damp and narrow place
水 85.9,5920,5289,0.0000003566,,12,湔,jiān,"wash, cleanse; purge"
水 85.9,6011,7430,0.0000003204,,12,湓,pén,an affluent of the River Yangtze near Kiukiang
水 85.9,6200,5278,0.0000002377,,12,渫,xiè,beating of ocean; surging of water
水 85.9,—,5281,0.0000000000,,12,湜,shí,"transparent, clear"
水 85.9,—,5288,0.0000000000,,12,湲,yuán,flow
水 85.9,—,5290,0.0000000000,,12,湉,tián,"(literary) smoothly flowing, placid (water)"
水 85.9,—,7425,0.0000000000,,12,𣸣,fén,
水 85.9,—,7428,0.0000000000,,12,湝,jiē,flow
水 85.9,—,7429,0.0000000000,,12,渰,yǎn,(of cloud) forming or rising
水 85.9,—,7431,0.0000000000,,12,㴔,xī,"(same as潝) the noise of flowing water, swift flowing water (same as non-classical form of澀) rough; harsh; not smooth, a slightly bitter taste"
水 85.9,—,7432,0.0000000000,,12,渟,tíng,(of water) not flowing; clear
水 85.9,—,7434,0.0000000000,,12,渼,měi,ripples
水 85.9,—,7436,0.0000000000,,12,湣,mǐn,"mixed, confused; pity"
水 85.9,—,7437,0.0000000000,,12,湑,xū,to strain spirits; river in Guangxi; abundant; bright
火 86.0,433,164,0.0005052091,1,4,火,huǒ,"fire, flame; burn; anger, rage"
火 86.1,953,223,0.0001764046,6,5,灭,miè,"extinguish; wipe out, exterminate"
火 86.10,1741,3185,0.0000505829,5,14,熊,xióng,a bear; brilliant; bright; surname
火 86.10,2485,3075,0.0000194621,7–9,14,熙,xī,"bright, splendid, glorious"
火 86.10,2858,3157,0.0000118034,7–9,14,熄,xī,"put out, extinguish, quash"
火 86.10,2997,3119,0.0000098189,7–9,14,熏,xūn,"smoke, fog, vapor; smoke, cure"
火 86.10,3011,3158,0.0000096794,,14,熔,róng,"melt, smelt, fuse; mold"
火 86.10,3086,3159,0.0000087543,7–9,14,煽,shān,"stir up, incite, agitate, provoke"
火 86.10,5417,5798,0.0000006356,,14,熘,liū,to steam
火 86.10,—,7721,0.0000000000,,14,熇,hè,bake
火 86.11,1035,3278,0.0001512682,2,15,熟,shú,well-cooked; ripe; familiar with
火 86.11,2705,3053,0.0000146819,7–9,14,熬,áo,"cook down, to boil; endure"
火 86.11,4210,5996,0.0000023514,,15,熠,yì,bright and sparkling
火 86.11,4221,5995,0.0000023359,,15,熵,shāng,entropy
火 86.11,4498,6015,0.0000016796,,15,熨,yùn,"iron, press"
火 86.11,5520,,0.0000005736,,15,熳,màn,to spread
火 86.11,—,5799,0.0000000000,,14,熥,tēng,heat up by steaming
火 86.11,—,5994,0.0000000000,,15,熜,cōng,chimney (old); torch made from hemp straw (old)
火 86.11,—,7812,0.0000000000,,15,熛,biāo,blaze
火 86.12,1553,3376,0.0000656731,4,16,燃,rán,"burn; light fire, ignite"
火 86.12,1705,3319,0.0000533581,7–9,16,燕,yàn,"swallow (bird); comfort, enjoy"
火 86.12,3871,6040,0.0000033694,,16,熹,xī,"dim light, glimmer; warm, bright"
火 86.12,4041,6170,0.0000028733,,16,燎,liáo,"to burn, set afire; to illuminate; a signal lamp"
火 86.12,4442,6172,0.0000018087,,16,燔,fán,to roast; to burn
火 86.12,—,7897,0.0000000000,,16,燋,jiāo,"scorch, burn, scald; torch"
火 86.12,—,7898,0.0000000000,,16,熻,xī,to heat; to roast; to burn
火 86.12,—,7899,0.0000000000,,16,燊,shēn,luxuriant
火 86.12,—,7900,0.0000000000,,16,燚,yì,to blaze; (used in given names)
火 86.12,—,7901,0.0000000000,,16,燏,yù,blaze
火 86.13,2613,3430,0.0000163873,7–9,17,燥,zào,"dry, parched, arid; quick-tempered"
火 86.13,4433,6284,0.0000018243,,17,燮,xiè,"harmonize, blend; adjust"
火 86.13,4808,6173,0.0000011421,,16,燧,suì,"flintstone; beacon, signal fire; torch"
火 86.13,6212,6171,0.0000002326,,16,燠,yù,warm; warmth
火 86.14,5929,6326,0.0000003566,,18,燹,xiǎn,fire; wild fires
火 86.15,1243,3471,0.0001051141,6,19,爆,bào,"crackle, pop, burst, explode"
火 86.15,—,6411,0.0000000000,,19,㸆,kào,
火 86.15,—,7984,0.0000000000,,18,爇,ruò,burn
火 86.16,—,8064,0.0000000000,,20,㸌,huò,to twinkle; bright light in glimpses; flashing
火 86.16,—,8065,0.0000000000,,20,爔,xī,
火 86.17,—,8086,0.0000000000,,21,爚,yuè,bright; fiery
火 86.18,6942,6458,0.0000000672,,21,爝,jué,torch
火 86.18,—,8085,0.0000000000,,21,爟,guàn,fire
火 86.2,1115,534,0.0001312686,2,6,灯,dēng,"lantern, lamp"
火 86.2,1311,397,0.0000945613,5,6,灰,huī,"ashes; dust; lime, mortar"
火 86.25,6143,6499,0.0000002636,,30,爨,cuàn,"oven, cooking stove; cook"
火 86.3,1349,883,0.0000905976,5,7,灾,zāi,"calamity, disaster, catastrophe"
火 86.3,2591,852,0.0000168162,7–9,7,灿,càn,"vivid, illuminating; bright"
火 86.3,2691,851,0.0000149403,7–9,7,灶,zào,"kitchen stove, cooking stove"
火 86.3,2867,853,0.0000116897,7–9,7,灼,zhuó,burn; broil; cauterize; bright
火 86.3,4024,819,0.0000029250,7–9,7,灸,jiǔ,cauterize with moxa; moxibustion
火 86.3,4395,3765,0.0000019018,,7,炀,yáng,roast; scorch; melt; flame
火 86.4,1324,1237,0.0000928715,6,8,炎,yán,"flame, blaze; hot"
火 86.4,1980,1238,0.0000376995,6,8,炉,lú,"fireplace, stove, oven, furnace"
火 86.4,2590,1234,0.0000168472,6,8,炒,chǎo,"fry, saute, roast, boil, cook"
火 86.4,2975,1236,0.0000100721,,8,炕,kàng,the brick-bed in northern China
火 86.4,3333,1235,0.0000065218,7–9,8,炊,chuī,cook; meal
火 86.4,3672,3990,0.0000043255,,8,炙,zhì,"roast, broil; toast; cauterize"
火 86.4,3857,4005,0.0000034108,7–9,8,炖,dùn,heat with fire; stew
火 86.4,4864,4003,0.0000010801,,8,炜,wěi,brilliant red; glowing
火 86.4,4970,4008,0.0000009664,,8,炔,guì,acetylene
火 86.4,5423,4007,0.0000006305,,8,炝,qiàng,stir-fry or boil in water or oil then cook with a sauce
火 86.4,5817,3907,0.0000004031,,8,炅,jiǒng,brilliance
火 86.4,—,4004,0.0000000000,,8,𬉼,ōu,great drought
火 86.4,—,4006,0.0000000000,,8,炘,xīn,"brilliant, shining, bright"
火 86.4,—,6717,0.0000000000,,8,炌,kài,
火 86.4,—,6718,0.0000000000,,8,炆,wén,"(Cant.) to simmer, cook over a slow fire"
火 86.5,128,1469,0.0015544897,1,9,点,diǎn,"dot, speck, spot; point, degree"
火 86.5,914,1658,0.0001876705,6,9,炮,pào,"large gun, cannon; artillery"
火 86.5,976,1656,0.0001681619,6,9,炸,zhà,to fry in oil; to scald; to explode
火 86.5,1754,1660,0.0000497922,5,9,烂,làn,"rotten, spoiled, decayed"
火 86.5,1763,1655,0.0000492393,4,9,炼,liàn,"smelt, refine; distill, condense"
火 86.5,2369,1517,0.0000227644,7–9,9,炭,tàn,charcoal; coal; carbon
火 86.5,2702,1657,0.0000147129,7–9,9,烁,shuò,"shine, glitter, sparkle"
